title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']",Shadow warns Muhtar about Mesut's designs on the neighborhood. A heartbroken Civan becomes caught between Mesut and Shadow.,7.2,112,48,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",['Selçuk Aydemir']
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']","While seeking answers about his parents, Shadow reveals a dark truth linked to his long-time benefactor, Servet, who employs him as his right-hand man.",6.9,148,51,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",['Selçuk Aydemir']
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']","Shadow attempts to flee the country, Servet confronts Mümtaz about the weapons and a flashback jogs Shadow's memory of a loved one's death.",7.1,113,45,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",['Selçuk Aydemir']
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']","Muhtar opens up his home to Shadow. Shadow offers Mümtaz a deal in exchange for protection from Servet, but his scheme backfires.",7.2,128,47,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",['Selçuk Aydemir']
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']",Civan crosses paths with Servet and makes a business proposal. Yakup leads a figure from Adem's past to Shadow's doorstep.,7.5,112,46,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",['Burak Aksak']
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']","After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.",7.0,4632,45,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']","A gift leads Yakup to suspect Shadow's identity, Civan serves Mesut his comeuppance and Servet reveals to Shadow a shocking truth.",7.8,124,64,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",['Burak Aksak']
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']",Muhtar and Dilara face the risk of losing their pastry shop. Özlem helps Mesut cover his tracks after their plan runs amok.,7.5,111,47,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",['Burak Aksak']
50M2,2021,Ongoing,"['Comedy', 'Drama', 'Thriller']",Underground boss Azrail approaches Shadow about a missing package. Özlem knocks on Mesut's door. Servet struggles with guilt.,7.2,108,44,,,"['Engin Öztürk', 'Kürsat Alniaçik', 'Cengiz Bozkurt', 'Aybüke Pusat']",['Burak Aksak']
6 Balloons,2018,,['Drama'],A woman (Jacobson) learns her brother (Franco) has relapsed on heroin.,5.9,3865,74,,,"['Abbi Jacobson', 'Dave Franco', 'Charlotte Carel', 'Madeline Carel']",['Marja-Lewis Ryan']
6 Below: Miracle on the Mountain,2017,,"['Biography', 'Drama', 'Sport']","An adrenaline seeking snowboarder gets lost in a massive winter storm in the back country of the High Sierras where he is pushed to the limits of human endurance and forced to battle his own personal demons as he fights for survival....""",5.7,6916,98,,,"['Josh Hartnett', 'Mira Sorvino', 'Sarah Dumont', 'Kale Culley']",['Scott Waugh']
6 Days,2017,,"['Action', 'Drama', 'History']","Based on the Iranian Embassy siege of 1980, this action-thriller dramatizes a six-day standoff between armed Iranian Arabs and SAS soldiers ready for a counterattack.",6.2,19869,94,,I,"['Jamie Bell', 'Mark Strong', 'Abbie Cornish', 'Martin Shaw']",['Toa Fraser']
6 Underground,2019,,"['Action', 'Thriller']","Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.",6.1,150455,128,,,"['Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy']",['Michael Bay']
6 Years,2015,,"['Drama', 'Romance']","A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",5.6,12049,79,,,"['Taissa Farmiga', 'Ben Rosenfield', 'Lindsay Burdge', 'Joshua Leonard']",['Hannah Fidell']
6-5=2,2014,,['Horror'],"Six friends decide to undertake a gruelling mountain trek, only to find that the difficulties in store for them are not merely physical. They experience strange and unusual incidents which put their lives at risk.",4.3,182,104,,,"['Prashantt Guptha', 'Gaurav Paswala', 'Gaurav Kothari', 'Disha Kapoor']",['Bharat Jain']
"60 Il, Jijeongsaengjonja",2019,,"['Drama', 'Thriller']","When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu Jin must find a way to lead Korea through the ensuing chaos.",8.1,910,70,,,"['Jin-hee Ji', 'Joon-ho Huh', 'Kang Han-na', 'Lee Joon-hyuk']",
7 Chinese Brothers,2015,,['Comedy'],"Sharing a small apartment with his sleepy French bulldog, an unmotivated thirty-something slacker lands a job at a Quick Lube to be close to the shop's beautiful manager. Has he found a new purpose in life? Is there still hope?",5.6,1490,76,,,"['Jason Schwartzman', 'Olympia Dukakis', 'Tunde Adebimpe', 'Eleanore Pienta']",['Bob Byington']
7 Days Out,2018,Ongoing,['Documentary'],A series that documents behind the scenes of some of the largest events in the world.,6.8,471,48,,,"['Frank Bruni', 'Emmy', 'Kevin Flanery', 'Matthew Haag']",
7 Guardians of the Tomb,2018,,"['Action', 'Adventure', 'Horror']","An innocent discovery of a well-preserved mummified Chinese Emperor from 200 B.C. unearths a two-thousand-year-old nightmare, a secret that should have remained buried.",4.5,3681,90,,,"['Bingbing Li', 'Kellan Lutz', 'Kelsey Grammer', 'Chun Wu']",['Kimble Rendall']
7 Ilui Wangbi,2017,,"['Drama', 'Romance']","Kyung is the daughter of a powerful politician during the Joseon Dynasty. She falls in love with Crown Prince Lee Yuk, who lives under the tyranny of his half-brother, King Yeon San Gun. ...",7.8,388,,,,"['Hyun-Sung Jang', 'Do Ji-Won', 'Dong-geon Lee', 'Eun-seo Son']",
7 Prisioneiros,2021,,['Drama'],"To provide a better life for his family, 18-year-old Mateus accepts a job in a junkyard São Paulo, where he and a few other boys become trapped in the dangerous world of human trafficking.",,,90,,,"['Rodrigo Santoro', 'Christian Malheiros', 'Lucas Oranmian']",['Alexandre Moratto']
7 años,2016,,['Drama'],Four friends face an agonizing decision. One must go to prison. The other three must make the sacrifice worthwhile.,6.8,4660,77,,,"['Juana Acosta', 'Alex Brendemühl', 'Paco León', 'Manuel Morón']",['Roger Gual']
71st Golden Globe Awards,2014,,['News'],The Hollywood Foreign Press Association's 71 annual event honoring excellence in film and television.,7.2,888,,,TV Special,"['Tina Fey', 'Amy Poehler', 'Jennifer Lawrence', 'Jacqueline Bisset']",['Louis J. Horvitz']
72 Dangerous Animals - Asia,2018,Ongoing,['Documentary'],"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",6.6,455,,,,"['Bob Brisbane', 'Bryan Grieg Fry', 'Romulus Whitaker', 'Paul Rosolie']",
72 Dangerous Animals: Latin America,2017,,['Documentary'],"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",6.6,475,,,,"['Bob Brisbane', 'Rui Seabra Ferreira Jr.', 'Vidal Haddad Jr.', 'Justin Schmidt']",
7:19,2016,,"['Drama', 'History']",Based on true events about the earthquake of Mexico in 1985 who claimed the lives of more than 40.000 people.,5.9,605,94,,,"['Carmen Beato', 'Demián Bichir', 'Héctor Bonilla', 'Octavio Michel']",['Jorge Michel Grau']
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Natsu's clumsiness indirectly leads Team Summer B to the rest of their group. Her memories help them figure out their location, and their next moves.",6.9,43,24,,,"['Morgan Berry', 'Clint Bickham', 'Amber Lee Connors', 'Greg Cote']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']",The team members are separated after the ship's sudden movement. Arashi makes his way to help as Botan's group makes a discovery.,6.8,22,24,,,"['Christine M. Auten', 'Morgan Berry', 'Clint Bickham', 'Marty Fleck']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","In the ruins of Tokyo, Natsu, Arashi and Semimaru meet the sole survivor of Team Winter. Team Spring reaches Mt. Ogino Fuji and finds Natsu's message.",7.1,40,24,,,"['Amber Lee Connors', 'Greg Cote', 'Elissa Cuellar', 'Justin Doran']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Aramaki joins Team Spring, despite Fujiko's doubts. Hana decides to search for Arashi after hearing that Aramaki met someone who fits his description.",7.1,40,26,,,"['Morgan Berry', 'Amber Lee Connors', 'Elissa Cuellar', 'Justin Doran']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']",Problems persist in the ship as the spreading bacteria begins attacking. The missile countdown continues as the team makes a mad dash to exit.,7.8,26,24,,,"['Morgan Berry', 'Clint Bickham', 'Amber Lee Connors', 'Caitlynn French']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']",Ango recalls his harsh upbringing in the program and the brutal graduation test that winnowed the survivors down to the final Team Summer A members.,7.8,34,26,,,"['Ryan Anthony', 'Luci Christian', 'Amber Lee Connors', 'Patricia Duran']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Convinced that Botan has kidnapped them, Natsu and Arashi sneak out of camp and run into another survivor. Finally, Botan reveals what she knows.",6.9,48,24,,,"['Morgan Berry', 'Amber Lee Connors', 'Elissa Cuellar', 'Jun Fukuyama']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Hana readjusts to other humans. Team Summer B works together to manually disable the missiles, but a series of passcodes complicates the process.",7.8,26,24,,,"['Morgan Berry', 'Amber Lee Connors', 'Elissa Cuellar', 'Caitlynn French']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Fujiko and Chisa reunite with Hana. On the ship, the missiles begin launch prep while Team Summer B learns about Ango's past and the test.",6.8,24,24,,,"['Amber Lee Connors', 'Elissa Cuellar', 'Shannon Emerick', 'Adam Gibbs']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']",Hana and her companions discover a massive underground shelter. They find a survivor's diary and learn the cruel fate of those who took refuge there.,7.7,41,31,,,"['Ryan Anthony', 'Bryson Baugus', 'Clint Bickham', 'Sam Butler']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Arashi, Natsu and Semimaru stumble upon the Team Autumn settlement in the former Kobe region. They seem to be thriving, but their leaders are tyrants.",6.9,41,26,,,"['Bryson Baugus', 'Amber Lee Connors', 'Greg Cote', 'Elissa Cuellar']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Team Summer B gets stuck in a bed of dense algae. they find a large ship and investigate, but Botan is wary. Stranded, Arashi sees the ship's kite.",6.7,21,24,,,"['Christine M. Auten', 'Morgan Berry', 'Clint Bickham', 'Amber Lee Connors']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Ryo orders Hana to join him in searching for a water source underground, putting her in a vulnerable position. In the caves, Ango recalls Shigeru.",7.7,39,26,,,"['Amber Lee Connors', 'Justin Doran', 'Patricia Duran', 'Jun Fukuyama']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']",Hana becomes convinced that Ango will kill her if she stays in the village. Natsu and the others make landfall near the former Autumn settlement.,7.5,32,24,,,"['Bryson Baugus', 'Morgan Berry', 'Clint Bickham', 'Amber Lee Connors']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","To survive, Hana and the others work together with Team Summer A. On the ship, Hotaru's cousin Hibari tells Natsu that Hotaru is slowly dying.",7.2,32,24,,,"['Bryson Baugus', 'Luci Christian', 'Amber Lee Connors', 'Justin Doran']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Expecting a trap, Ango and Ryo find and observe Team Summer B, but they are unexpectedly welcomed by the easygoing group.",6.7,22,24,,,"['Morgan Berry', 'Clint Bickham', 'Caitlynn French', 'Adam Gibbs']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","A sanctuary in nature becomes a trap for small mammals and humans alike. Meanwhile, an iron-eating bacteria begins to spread throughout the ship.",7.1,23,25,,,"['Morgan Berry', 'Amber Lee Connors', 'Shannon Emerick', 'Caitlynn French']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","The two newcomers help Team Summer B. As they get to know the group, Ryo doubts their ability to survive. Ango begins to see Natsu as Shigeru.",6.8,22,24,,,"['Morgan Berry', 'Clint Bickham', 'Justin Doran', 'Patricia Duran']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","In the immediate future, a giant meteorite has collided with earth. All living organisms, including mankind, have been wiped off the face of the planet. The government, who had foreseen ...",6.4,1155,25,,,"['Scott Gibbs', 'Alejandro Saab', 'Jad Saxton', 'Amber Lee Connors']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']",Ango's hallucinations lead to perilous situations for him and Arashi. Semimaru has a brush with death while Natsu gathers her courage.,6.7,21,24,,,"['Morgan Berry', 'Amber Lee Connors', 'Shannon Emerick', 'Marty Fleck']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","The carefree group enjoys life at sea, but Ryo tests their survival skills. Natsu reveals that Team Summer B is for dropouts, angering Ango.",7.0,23,24,,,"['Morgan Berry', 'Clint Bickham', 'Shannon Emerick', 'Caitlynn French']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']","Suspicious, Botan searches Ryo and Ango's belongings while the others look for Arashi. Elsewhere, another survivor learns about the wilderness.",6.8,22,24,,,"['Morgan Berry', 'Shelley Calene-Black', 'Amber Lee Connors', 'Caitlynn French']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']",Hana's group and the Team Autumn survivors find the Spring settlement destroyed and abandoned. Momotaro wakes up among strangers.,6.7,34,24,,,"['Bryson Baugus', 'Morgan Berry', 'Clint Bickham', 'Amber Lee Connors']",
7Seeds,2019,2020,"['Animation', 'Action', 'Adventure']",Team Summer A banishes Ango and Ryo as Haru and the others mourn the missing Hana. Aramaki leaves the settlement believing she is still alive.,7.0,26,24,,,"['Bryson Baugus', 'Amber Lee Connors', 'Justin Doran', 'Patricia Duran']",
800 metros,2021,Ongoing,['Documentary'],"On Aug. 17, 2017, Spain suffers two terrorist attacks perpetrated by young people integrated into Spanish society. How could something like this happen?",,,,,,,
800 metros,2021,Ongoing,['Documentary'],,,,,,,,['León Siminiani']
8:46,2020,,"['Short', 'Comedy']",Dave Chappelle addresses George Floyd's death and racial injustice in a stand-up special filmed in Ohio.,8.1,2042,27,,TV Special,['Dave Chappelle'],"['Steven Bognar', 'Julia Reichert']"
9 Kere Leyla,2020,,['Comedy'],"A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",3.7,7092,112,,,"['Haluk Bilginer', 'Demet Akbag', 'Elçin Sangu', 'Firat Tanis']",['Ezel Akay']
A 3 Minute Hug,2019,,"['Documentary', 'Short']","How would you feel if you had no more than three minutes to hug your parents, nieces, and nephew of grandparents after more than a decade apart?",6.6,202,28,,,,['Everardo González']
A Babysitter's Guide to Monster Hunting,2020,,"['Comedy', 'Family', 'Fantasy']",A babysitter embarks on a mission to save a child who's been abducted by monsters.,5.4,3434,98,,,"['Tamara Smart', 'Oona Laurence', 'Tom Felton', 'Troy Leigh-Anne Johnson']",['Rachel Talalay']
A Boy Called Christmas,2021,,"['Adventure', 'Drama', 'Family']","This is the story of Father Christmas, the tale of a young boy named Nikolas (Henry Lawfull) as he goes on his adventures. This is a Christmas movie based on a book of the same title by ...",,,,,,"['Kristen Wiig', 'Maggie Smith', 'Michiel Huisman', 'Stephen Merchant']",['Gil Kenan']
