title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Yankee,2019,Ongoing,['Drama'],"On the run from the police, an Arizona man crosses into Mexico and gets deeply involved in drug trafficking, with the help of modern technology.",5.9,566,40,,Series,"['Pablo Lyle', 'Ana Layevska', 'Pamela Almanza', 'Sebastián Ferrat']",
1899,2022,Ongoing,"['Drama', 'History', 'Horror']",Multinational immigrants traveling from the old continent to the new encounter a nightmarish riddle aboard a second ship adrift on the open sea.,,,,,Series,"['Aneurin Barnard', 'Miguel Bernardeau', 'Jonas Bloquet', 'Rosalie Craig']",
Love is Blind: After the Altar,2021,Ongoing,['Reality-TV'],"Couples from ""Love is Blind"" celebrate their wedding anniversaries.",5.4,39,45,,Series,,
Le chalet,2017,2018,"['Drama', 'Mystery', 'Thriller']",A reunion of childhood friends at a remote chalet in the French Alps soon turns into a desperate struggle for survival as they get cut off from rest of the world and a shocking dark secret from the past surfaces.,7.0,6352,52,,Series,"['Chloé Lambert', 'Philippe Dusseau', 'Blanche Veisberg', 'Eric Savin']",
Great Pretender,2020,Ongoing,"['Animation', 'Action', 'Adventure']","A Japanese conman crosses paths with a French rival, and gets entangled in conspiracies and scams beyond his wildest dreams.",8.0,3419,23,,Series,"['Wolf Williams', 'Alan Lee', 'Aaron Phillips', 'Kausar Mohammed']",
Bitter Daisies,2018,2020,"['Drama', 'Thriller']","While investigating the disappearance of a teenage girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",7.2,2864,70,,Series,"['Manolo Cortés', 'María Mera', 'Toni Salgado', 'Miquel Insua']",
Top Chef,2006,Ongoing,"['Game-Show', 'Reality-TV']","A reality competition show in which chefs compete against one another in culinary challenges and are a judged by a panel of food and wine experts, with one or more contestants eliminated each episode.",7.6,5774,44,,Series,"['Tom Colicchio', 'Padma Lakshmi', 'Gail Simmons', 'Richard Blais']",
Znaki,2018,Ongoing,"['Crime', 'Thriller']","When a young woman's murder shows similarities to a decade-old case, a new police commander must break the silence permeating Owl Mountain town.",6.3,1300,,,Series,"['Andrzej Konopka', 'Helena Sujecka', 'Jen Fiskum', 'Magdalena Zak']",
Beruseruku,2016,2017,"['Animation', 'Action', 'Drama']","Guts, ""The Black Swordsman"", is pursued by demons who are attracted to him, due to a demonic brand on his neck. His goal is to free himself, and his lover Casca, of this inescapable curse. ...",6.8,4953,24,,Series,"['Erik Scott Kimerer', 'Max Mittelman', 'Sarah Anne Williams', 'Hiroaki Iwanaga']",
Equinox,2020,Ongoing,"['Drama', 'Fantasy', 'Mystery']","Astrid was traumatized by the mysterious disappearance of a school class in 1999. Twenty years later, when she finds out that the only survivor from 1999 mysteriously died, Astrid sets off to discover what really happened.",6.1,5326,,,Series,"['Danica Curcic', 'Lars Brygmann', 'Karoline Hamm', 'Hanne Hedelund']",
Yi Guyeokui Michin X,2021,Ongoing,"['Comedy', 'Drama', 'Romance']","Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way.",7.9,718,30,,Series,"['Woo Jung', 'Yeon-Seo Oh', 'Lee Hye-Ra', 'Su-Hyun Lee']",
Hap and Leonard,2016,2018,"['Crime', 'Drama', 'Mystery']","Set in the late 1980's Hap and Leonard is a darkly comic swamp noir of two best friends, one femme fatale, a crew of washed up revolutionaries, a pair of murderous psycho killers, some lost loot, and the fuzz.",7.7,7034,60,,Series,"['James Purefoy', 'Michael Kenneth Williams', 'Tiffany Mack', 'Cranston Johnson']",
Winx Club,2004,Ongoing,"['Animation', 'Action', 'Adventure']","At Alfea College, fairy warriors from all over the universe study to improve their supernatural powers. Bloom from planet Earth joins them upon discovery of her magical ability.",6.2,5202,25,,Series,"['Molly C. Quinn', 'Keke Palmer', 'Matt Shively', 'Amy Gross']",
Odd Squad,2014,Ongoing,"['Action', 'Adventure', 'Comedy']","Geared for children ages 5-8, ""Odd Squad"" follows two young agents, Olive and Otto, who are part of an agency that seeks to save the day using math when odd things happen.",6.5,946,27,,Series,"['Millie Davis', 'Sean Michael Kyer', 'Dalila Bela', 'Filip Geljo']",
Chewing Gum,2015,2017,['Comedy'],"The life of Tracey and the mishaps of her neighbourhood, friends and family, and of course, her boyfriend.",7.7,8245,23,,Series,"['Michaela Coel', 'Danielle Walters', 'Robert Lonsdale', 'Shola Adewusi']",
Swedish Dicks,2016,2018,"['Comedy', 'Crime']",Two unlicensed Swedish private investigators try to make a living in Los Angeles.,6.8,3064,30,,Series,"['Peter Stormare', 'Johan Glans', 'Vivian Bang', 'Felisha Cooper']",
Fate/stay night: Unlimited Blade Works,2014,2015,"['Animation', 'Action', 'Fantasy']","A group of seven mages gets chosen to become masters of seven classes of heroic spirits, in order to fight and win the Holy Grail.",8.0,6739,24,,Series,"['Mela Lee', 'Bryce Papenbrook', 'Noriaki Sugiyama', 'Kana Ueda']",
Yu yu hakusho,1992,1995,"['Animation', 'Action', 'Adventure']","One day, 14-year-old Yusuke Urameshi suddenly finds himself dead, having died pushing a child out of the way of oncoming traffic. Since he has such a bad personality, even the Spirit World ...",8.4,12214,24,,Series,"['Nozomu Sasaki', 'Justin Cook', 'Christopher Sabat', 'Cynthia Cranz']",
Ingobernable,2017,Ongoing,"['Crime', 'Drama', 'Mystery']","The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.",7.1,2858,40,,Series,"['Kate del Castillo', 'Leah Allers', 'Eréndira Ibarra', 'Alberto Guerra']",
Disjointed,2017,2018,['Comedy'],"Cannabis legend Ruth Whitefeather Feldman employs her newly graduated son and a team of young ""budtenders"" to help run her Los Angeles marijuana dispensary.",6.8,9330,30,,Series,"['Kathy Bates', 'Aaron Moten', 'Elizabeth Alderfer', 'Tone Bell']",
Between,2015,2016,"['Drama', 'Mystery', 'Sci-Fi']","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them",6.0,8647,60,,Series,"['Jennette McCurdy', 'Jesse Carere', 'Justin Kelly', 'Kyle Mac']",
The Get Down,2016,2017,"['Drama', 'Music', 'Musical']",A ragtag group of teenagers run wild in the streets of the Bronx in the late 1970s.,8.3,21504,52,,Series,"['Justice Smith', 'Shameik Moore', 'Herizen F. Guardiola', 'Skylan Brooks']",
Comedians in Cars Getting Coffee,2012,Ongoing,"['Animation', 'Comedy', 'Family']","Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.",8.1,11473,20,,Series,"['Jerry Seinfeld', 'Michael Richards', 'Mario Joyner', 'Jimmy Fallon']",
Hache,2019,2021,"['Crime', 'Drama', 'Thriller']","Inspired by real events, Hache is the story of Helena, a woman catapulted to the heroin trafficking business in the Barcelona of the 60s.",6.5,1368,50,,Series,"['Adriana Ugarte', 'Eduardo Noriega', 'Marc Martínez', 'Pep Ambròs']",
Gokushufudo,2021,Ongoing,"['Animation', 'Action', 'Comedy']",A retired gangster spends his time as a househusband carrying out home chores.,7.3,2437,16,,Series,"['Kenjirô Tsuda', 'Shizuka Itô', 'Kazuyuki Okitsu', 'Melissa Greenspan']",
The Paradise,2012,2013,['Drama'],The story of a young woman who works in a department store and gets caught up in the charms of the modern world.,7.7,10883,60,,Series,"['Joanna Vanderham', 'Emun Elliott', 'Stephen Wight', 'Sonya Cassidy']",
Yeokdoyojeong Gim Bokju,2016,2017,"['Comedy', 'Romance']","A coming-of-age story about a group of college athletes who are fighting for their dreams, experiencing and finding love in the process, and growing every step of the way.",8.4,6035,60,,Series,"['Lee Song-Kyoung', 'Nam Joo-Hyuk', 'Jae-yoon Lee', 'Hye-Jung Cho']",
Sexy Beasts,2014,Ongoing,['Comedy'],A show on a mission to to proving that persona is more crucial than physicality when it comes to the attraction of both sexes. Top-of-the-range hollywood prosthetics are used to disguise ...,5.5,53,,,Series,"['Rob Delaney', 'Dan Frigolette', 'Belindah Chaka', 'Sara Rosenberg']",
Monster: The Jeffrey Dahmer Story,2022,Ongoing,"['Biography', 'Crime', 'Drama']",Story of the Milwaukee Monster told from the perspective of the victims and police incompetency that allowed the Wisconsin native to go on a multiyear killing spree.,,,,,Series,"['Evan Peters', 'Karen Malina White', 'David Barrera', 'Shaun J. Brown']",
Chef's Table,2015,2019,['Documentary'],"Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven.",8.5,14082,50,,Series,"['Dan Barber', 'Massimo Bottura', 'Bill Buford', 'Lara Gilmore']",
Carmen Sandiego,2019,2021,"['Animation', 'Action', 'Adventure']","The adventures of Carmen Sandiego, a globe-hopping master thief.",7.9,4796,22,,Series,"['Finn Wolfhard', 'Gina Rodriguez', ""Liam O'Brien"", 'Abby Trott']",
The New Legends of Monkey,2018,Ongoing,"['Action', 'Adventure', 'Comedy']","Entering the mythical world of the Monkey King, where a young monk and his group of disciples are on a journey to collect scrolls of Buddhist wisdom.",6.5,3894,24,,Series,"['Chai Hansen', 'Luciane Buchanan', 'Josh Thomson', 'Emilie Cocquerel']",
Haunted,2018,Ongoing,"['Horror', 'Reality-TV']","A chilling glimpse into the first-person accounts from people who have witnessed horrifying, peculiar, extraordinary supernatural events and other unexplained phenomena that continue to haunt them.",4.7,2934,24,,Series,"['Vanda Chaloupková', 'Hana Baronová', 'Vojtech Hýzdal', 'Janek Gregor']",
Q-Force,2021,Ongoing,"['Animation', 'Action', 'Adventure']",A handsome secret agent and his team of LGBTQ superspies embark on extraordinary adventures.,,,30,,Series,"['Gary Cole', 'David Harbour', 'Patti Harrison', 'Sean Hayes']",
A Suitable Boy,2020,Ongoing,"['Drama', 'Romance']","A vast, panoramic tale charting the fortunes of four large families and exploring India and its rich and varied culture at a crucial point in its history.",5.7,4567,60,,Series,"['Tanya Maniktala', 'Ishaan Khattar', 'Mahira Kakkar', 'Danesh Razvi']",
La valla,2020,Ongoing,"['Drama', 'Sci-Fi']","In 2045, Spain like the rest of the western world has been driven into a dictatorial regime by the lack of natural resources. Life in the countryside is impossible, and in the city a fence divides peoples into the powerful, and the rest.",6.8,2911,50,,Series,"['Unax Ugalde', 'Olivia Molina', 'Eleonora Wexler', 'Abel Folk']",
Ask-i Memnu,2008,2010,"['Drama', 'Romance']","Having lost his wife eleven years ago, Adnan devoted all his attention to his daughter Nihal and his son Bülent. Adnan, who lives in one of the most prominent mansions along the Bosporus in...",7.4,12276,90,,Series,"['Beren Saat', 'Kivanç Tatlitug', 'Nebahat Çehre', 'Hazal Kaya']",
My Babysitter's a Vampire,2011,2012,"['Action', 'Comedy', 'Fantasy']","Ethan Morgan, his half-vampire babysitter and pals battle against creatures from their nightmares.",7.1,3986,22,,Series,"['Matthew Knight', 'Vanessa Morgan', 'Atticus Mitchell', 'Cameron Kennedy']",
Unité 42,2017,Ongoing,"['Crime', 'Drama', 'Thriller']","While having to raise his three children on his own, Inspector Sam Leroy joins Brussels' Cyber Crime Unit. Confronted with new codes, he must collaborate with Billie Vebber, a former hacker who covertly pursues objectives of her own.",7.0,1997,52,,Series,"['Patrick Ridremont', 'Constance Gay', 'Tom Audenaert', 'Roda Fawaz']",
Why Are You Like This?,2018,Ongoing,['Comedy'],"Best friends Penny and Mia set out to right all that's wrong with the world, blissfully ignorant of how many people they torment along the way.",6.5,1142,,,Series,"['Naomi Higgins', 'Olivia Junkeer', 'Wil King', 'Lawrence Leung']",
Luis Miguel: La Serie,2018,Ongoing,"['Biography', 'Drama', 'History']","The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",8.0,3695,60,,Series,"['Diego Boneta', 'Gabriel Nuncio', 'César Bordón', 'Cesar Santana']",
Jamtara: Sabka Number Ayega,2020,Ongoing,['Crime'],"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",7.3,5236,29,,Series,"['Amit Sial', 'Dibyendu Bhattacharya', 'Aksha Pardasany', 'Sparsh Srivastav']",
Degrassi: Next Class,2016,2017,"['Drama', 'Romance']","Degrassi: Next Class follows the lives of the students from Degrassi Community School, a fictional high school in Toronto.",6.9,2876,30,,Series,"[""Na'ku'set Gould"", 'Amanda Arcuri', 'Sara Waisglass', 'Ehren Kassam']",
Somebody Feed Phil,2018,Ongoing,['Documentary'],Phil travels around the world sampling food and tradition with friends and a sense of humor.,8.3,3936,60,,Series,"['Phil Rosenthal', 'Monica Horan', 'Judy Gold', 'Julia Reed']",
El ministerio del tiempo,2015,Ongoing,"['Adventure', 'Comedy', 'Fantasy']","A warrior from the 16th Century, the first female university student from the 19th Century, and a paramedic from the 21st Century join a secret agency to prevent people from changing Spanish history using time-traveling doors.",8.2,4623,70,,Series,"['Cayetana Guillén Cuervo', 'Juan Gea', 'Francesca Piñón', 'Jaime Blanch']",
She's Gotta Have It,2017,2019,['Comedy'],The story of one woman and her three lovers. TV series based on the film by Spike Lee.,6.8,4322,30,,Series,"['DeWanda Wise', 'Anthony Ramos', 'Lyriq Bent', 'Cleo Anthony']",
Moesha,1996,2001,"['Comedy', 'Drama', 'Family']",A teenager struggles to come to terms with everything life throws at her.,5.8,3430,30,,Series,"['Brandy Norwood', 'William Allen Young', 'Marcus T. Paulk', 'Lamont Bentley']",
Unsolved,2018,Ongoing,"['Biography', 'Crime']",A scripted true crime series based on the murder investigations of Tupac Shakur and Biggie Smalls.,7.9,7032,60,,Series,"['Josh Duhamel', 'Bokeem Woodbine', 'Wavyy Jonez', 'Marcc Rose']",
Arifureta Shokugyou de Sekai Saikyou,2019,Ongoing,"['Animation', 'Action', 'Adventure']","Seventeen-year-old Hajime Nagumo is your average, everyday otaku. However, his simple life of pulling all-nighters and sleeping in school is suddenly turned upside down when he, along with ...",7.0,1613,23,,Series,"['Tia Lynn Ballard', 'Matt Shipman', 'AmaLee', 'Patrick Seitz']",
Nabillera,2021,Ongoing,['Drama'],A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.,8.8,1161,60,,Series,"['In-hwan Park', 'Song Kang', 'Moon-hee Na', 'Hong Seung-hee']",
Grand Designs,1999,Ongoing,['Documentary'],"Kevin McCloud follows people as they build their dream house, often focusing on modern design, energy efficiency, maximizing space and views.",8.5,2855,50,,Series,"['Kevin McCloud', 'Jeremy Till', 'Robert Gaukroger', 'Deborah Sheridan-Taylor']",
Run On,2020,2021,"['Drama', 'Romance']","Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life",7.6,1638,70,,Series,"['Si-wan Yim', 'Shin Se-Kyung', 'Sooyoung Choi', 'Tae-oh Kang']",
Down to Earth with Zac Efron,2020,Ongoing,"['Documentary', 'Short', 'History']","In this travel show, actor Zac Efron journeys around the world with wellness expert Darin Olien in search of healthy, sustainable ways to live.",8.1,5754,,,Series,"['Zac Efron', 'Darin Olien', 'Carmen Yulín Cruz', 'Anna Kendrick']",
