title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Super Monsters,2017,Ongoing,"['Animation', 'Adventure', 'Comedy']","The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard.",5.8,46,24,,Series,"['Maria J. Cruz', 'Gigi Saul Guerrero']",
Jack Whitehall: Travels with My Father,2017,Ongoing,"['Documentary', 'Comedy']","Jack and his father continue their tour of Arizona, including Sun City West and historical Tombstone, before heading north to Las Vegas, Nevada.",7.8,114,60,,Series,"['Jack Whitehall', 'Michael Whitehall', 'Hilary Whitehall']",['Leo McCrea']
Workin' Moms,2017,Ongoing,['Comedy'],"Frankie makes a bold move that Bianca might not be ready for. Lionel takes his daughter to work, and Kate clashes with Mike over a client.",7.2,79,,,Series,"['Catherine Reitman', 'Dani Kind', 'Juno Rinaldi', 'Ryan Belleville']",['Philip Sternberg']
Workin' Moms,2017,Ongoing,['Comedy'],"A repentant Alice earns back her internship at Kate Foster PR, and Jenny makes an unsettling discovery. Frankie grows suspicious of Sean.",7.7,73,,,Series,"['Catherine Reitman', 'Dani Kind', 'Juno Rinaldi', 'Jessalyn Wanlim']",['Philip Sternberg']
Workin' Moms,2017,Ongoing,['Comedy'],"While Nathan and Kate navigate their new living arrangement, Frankie and Juniper investigate Sean. A furtive search puts Anne's book in jeopardy.,",7.5,71,,,Series,"['Catherine Reitman', 'Dani Kind', 'Juno Rinaldi', 'Ryan Belleville']",['Joyce Wong']
Workin' Moms,2017,Ongoing,['Comedy'],"As a frantic Kate searches for Charlie, Frankie seizes her chance for revenge. Anne and Lionel make a pivotal decision, and Jenny wins big at work.",7.8,86,,,Series,"['Catherine Reitman', 'Dani Kind', 'Juno Rinaldi', 'Jessalyn Wanlim']",['Joyce Wong']
Workin' Moms,2017,Ongoing,['Comedy'],"Kate confronts Mike, handles a crisis, then hosts a dinner party. Anne pushes through writer's block, and Jenny makes a pay for equal pay.",7.6,72,,,Series,"['Catherine Reitman', 'Dani Kind', 'Jessalyn Wanlim', 'Ryan Belleville']",['Philip Sternberg']
Riverdale,2017,Ongoing,"['Crime', 'Drama', 'Mystery']",Veronica digs deep for justice; Betty explores her future and complex past; Stonewall Prep celebrates a literary franchise; Archie finds himself the unexpected target of the local businesses.,7.2,781,41,,Series,"['K.J. Apa', 'Lili Reinhart', 'Camila Mendes', 'Cole Sprouse']",['Harry Jierjian']
Brews Brothers,2020,Ongoing,['Comedy'],"Brewery owner Wilhelm Rodman gets a visit from his polar opposite brother, Adam, but the unpleasant reunion is cut short by a bigger crisis.",5.3,104,,,Series,"['Mike Castle', 'Alan Aisenberg', 'Carmen Flood', 'Marques Ray']",['Jeff Schaffer']
The Epic Tales of Captain Underpants,2018,2020,"['Animation', 'Short', 'Action']","When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday -- and it's a huge success.",6.1,166,45,,Series,"['Nat Faxon', 'Jay Gragnani', 'Ramone Hamilton', 'Sean Astin']",
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","Rattled when an old acquaintance of Judy's turns up asking questions about Steve, Jen prepares for the worst. Detective Perez's suspicions grow.",7.7,1015,32,,Series,"['Christina Applegate', 'Linda Cardellini', 'James Marsden', 'Max Jenkins']",['Liza Johnson']
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","Jen and Judy disagree over how to handle the situation with Steve, but when the threat of being ratted out hits close to home, a risky plan takes shape.",7.7,983,30,,Series,"['Christina Applegate', 'Linda Cardellini', 'Luke Roessler', 'Sam McCarthy']",['Tamra Davis']
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","Jen and Judy try to dig their way out of trouble during a trip out of town, but their cathartic weekend away comes to an abrupt end over tragic news.",7.8,983,31,,Series,"['Christina Applegate', 'Linda Cardellini', 'Max Jenkins', 'Sam McCarthy']",['Tamra Davis']
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","A sore back, money worries and a busybody neighbor push Jen to seek relief from the last person she expects. Judy connects with a kindred spirit.",7.8,948,34,,Series,"['Christina Applegate', 'Linda Cardellini', 'James Marsden', 'Sam McCarthy']",['Elizabeth Allen Rosenbaum']
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","Jen scrambles to contain the fallout from Charlie's vehicular hijinks, Judy faces questions about Steve, and Henry experiences a case of stage fright.",8.2,999,32,,Series,"['Christina Applegate', 'Linda Cardellini', 'James Marsden', 'Max Jenkins']",['Elizabeth Allen Rosenbaum']
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","Judy receives a rude awakening after a romantic night, while Jen looks to make a positive contribution to the community - and a client.",8.0,944,34,,Series,"['Christina Applegate', 'Linda Cardellini', 'James Marsden', 'Max Jenkins']",['Jennifer Getzinger']
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']",Jen feels conflicted over a real estate deal. The damage from Charlie's joyride piles up. Judy reaches out to Michelle and runs into Detective Perez.,8.0,926,34,,Series,"['Christina Applegate', 'Linda Cardellini', 'James Marsden', 'Max Jenkins']",['Jennifer Getzinger']
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","Filled with guilt and regret, Jen finds a civic-minded way to unleash some pent-up feelings. Judy revisits her past. The police uncover a new lead.",8.8,1093,32,,Series,"['Christina Applegate', 'Linda Cardellini', 'James Marsden', 'Max Jenkins']",['Silver Tree']
Dead to Me,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","Determined to protect her family, Jen tries to come clean about Steve's whereabouts, but the situation veers in an unexpected direction thanks to Judy.",8.7,1144,34,,Series,"['Christina Applegate', 'Linda Cardellini', 'James Marsden', 'Max Jenkins']",['Silver Tree']
Alta mar,2019,2020,"['Crime', 'Drama', 'Mystery']",,7.7,93,,,Series,"['Ivana Baquero', 'Jon Kortajarena', 'Alejandra Onieva', 'Eloy Azorín']",['Lino Escalera']
Alta mar,2019,2020,"['Crime', 'Drama', 'Mystery']","As the ship pulls into port at Rio de Janeiro, Nicolás searches for the gold, Eva looks for her missing sister and devastating secrets come to light.",7.0,111,,,Series,"['Ivana Baquero', 'Jon Kortajarena', 'Alejandra Onieva', 'Eloy Azorín']",['Lino Escalera']
Brews Brothers,2020,Ongoing,['Comedy'],,6.2,68,,,Series,"['Mike Castle', 'Alan Aisenberg', 'Carmen Flood', 'Marques Ray']",['Jeff Schaffer']
Brews Brothers,2020,Ongoing,['Comedy'],,6.5,62,,,Series,"['Mike Castle', 'Alan Aisenberg', 'Carmen Flood', 'Marques Ray']",['Natalia Anderson']
Brews Brothers,2020,Ongoing,['Comedy'],,6.0,64,,,Series,"['Mike Castle', 'Alan Aisenberg', 'Carmen Flood', 'Marques Ray']",['Jeff Schaffer']
Brews Brothers,2020,Ongoing,['Comedy'],,6.8,51,,,Series,"['Mike Castle', 'Alan Aisenberg', 'Carmen Flood', 'Marques Ray']",['Annabel Oakes']
Brews Brothers,2020,Ongoing,['Comedy'],,7.0,54,,,Series,"['Mike Castle', 'Alan Aisenberg', 'Carmen Flood', 'Marques Ray']",['Robert Cohen']
Brews Brothers,2020,Ongoing,['Comedy'],,6.2,55,,,Series,"['Mike Castle', 'Alan Aisenberg', 'Carmen Flood', 'Marques Ray']",['Robert Cohen']
Brews Brothers,2020,Ongoing,['Comedy'],,6.6,47,,,Series,"['Mike Castle', 'Alan Aisenberg', 'Carmen Flood', 'Marques Ray']",['Dale Stern']
Fate: The Winx Saga,2021,Ongoing,"['Action', 'Adventure', 'Drama']","In hopes of mastering her magic, Bloom begins her studies at Alfea - and crosses paths with her curious classmates. Meanwhile, a secret comes to light.",7.2,1098,53,,Series,"['Abigail Cowen', 'Hannah van der Westhuysen', 'Precious Mustapha', 'Eliot Salt']",['Lisa James Larsson']
Fate: The Winx Saga,2021,Ongoing,"['Action', 'Adventure', 'Drama']",A new day dawns as the students explore their powers - and feelings. Bloom and Stella team up for a mission. The Burned One's reign of terror evolves.,7.4,935,48,,Series,"['Abigail Cowen', 'Hannah van der Westhuysen', 'Precious Mustapha', 'Eliot Salt']",['Lisa James Larsson']
Fate: The Winx Saga,2021,Ongoing,"['Action', 'Adventure', 'Drama']","Past meets present as Bloom explores a pivotal memory. Meanwhile, Aisha struggles with her studies. Silva shares a secret and a school party takes shape.",7.5,899,51,,Series,"['Abigail Cowen', 'Hannah van der Westhuysen', 'Precious Mustapha', 'Eliot Salt']",['Hannah Quinn']
Fate: The Winx Saga,2021,Ongoing,"['Action', 'Adventure', 'Drama']",Bloom continues her search for answers with Sky. Beatrix works to conceal her crime. A special guest visits Alfea - and leaves Stella feeling conflicted.,7.5,854,47,,Series,"['Abigail Cowen', 'Hannah van der Westhuysen', 'Precious Mustapha', 'Eliot Salt']",['Hannah Quinn']
Fate: The Winx Saga,2021,Ongoing,"['Action', 'Adventure', 'Drama']","In order to reconnect with Beatrix, Bloom seeks the help of a fellow student. Sky opens up about his past. Ms. Dowling shares more of her story.",7.7,876,50,,Series,"['Abigail Cowen', 'Hannah van der Westhuysen', 'Precious Mustapha', 'Eliot Salt']",['Stephen Woolfenden']
Fate: The Winx Saga,2021,Ongoing,"['Action', 'Adventure', 'Drama']","Bloom, Stella, Musa, and Terra free Beatrix who leads them to Rosalind and Bloom sets her free. Burned Ones enter the school and the Alfeans try to evacuate everyone. Can Bloom defeat the Burned Ones?",8.2,1031,53,,Series,"['Abigail Cowen', 'Hannah van der Westhuysen', 'Precious Mustapha', 'Eliot Salt']",['Stephen Woolfenden']
My Next Guest Needs No Introduction with David Letterman,2018,Ongoing,['Talk-Show'],"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York.",9.1,1222,61,,Series,"['Shah Rukh Khan', 'David Letterman']",
The Politician,2019,Ongoing,"['Comedy', 'Drama']","McAfee's prurient sleuthing uncovers an exposing secret, Payton's tangled affairs turn fruitful, and Georgina's link to Tino proves problematic.",8.2,420,37,,Series,"['Ben Platt', 'Judith Light', 'Lucy Boynton', 'Zoey Deutch']",['Tamra Davis']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","When her nanny quits, Princess Carolyn struggles to balance the demands of work and parenting. Mr. Peanutbutter visits BoJack in rehab.",8.6,2551,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Amy Winfrey']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","Girl Croosh sends Diane on the road with rugged cameraman Guy, but she balks when they ask her to produce more feel-good stories.",8.1,2355,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Mollie Helms']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","Todd organizes a surprise wedding for Pickles and Mr. Peanutbutter, but the party quickly goes off the rails when Mr. Peanutbutter makes a confession.",9.1,2741,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Adam Parton']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","Dr. Champ tells BoJack it's time to leave rehab. Mr. Peanutbutter's reputation takes a hit. In Chicago, Diane wrestles with writer's block.",8.1,2133,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Peter Merryman']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","The assistants of Hollywoo go on strike. BoJack tries to help Dr. Champ. When Todd learns that his mother needs a kidney, Diane comes up with a plan.",8.2,2172,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Mollie Helms']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","BoJack travels around the country reconnecting with loved ones, while Mr. Peanutbutter embarks on his own national tour as the face of depression.",9.4,3289,27,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Aaron Long']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']",A reporter digs into the circumstances surrounding Sarah Lynn's death. Hollyhock goes to a party in New York City.,8.6,2391,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Amy Winfrey']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","When BoJack starts teaching an acting class at Wesleyan, Hollyhock sets some boundaries in their relationship.",8.4,2202,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Adam Parton']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","While Paige and Max question Mr. Peanutbutter at his restaurant, a panicked BoJack tries to piece together what's happening.",8.7,2152,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Amy Winfrey']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","Diane's depression lifts, but she's still struggling to start writing her memoir. Reporters Paige and Max pay Penny a visit.",9.0,2531,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['James Bowman']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']",BoJack gets a new AA sponsor. Todd plans a sophisticated party to impress his parents. Diane gets to know Sonny.,8.7,2164,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Adam Parton']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']",Angela Diaz reaches out to BoJack. Princess Carolyn gets an offer from Lenny Turtletaub. Todd cooks up a scheme.,9.0,2440,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['James Bowman']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']","After the Sarah Lynn story breaks, BoJack gives a live interview on TV. Diane meets Guy's teenage son.",9.3,2578,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Aaron Long']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']",BoJack reconnects with faces from his past.,9.9,12369,26,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Amy Winfrey']
BoJack Horseman,2014,2020,"['Animation', 'Comedy', 'Drama']",A celebration brings people together.,9.6,4910,27,,Series,"['Will Arnett', 'Amy Sedaris', 'Alison Brie', 'Paul F. Tompkins']",['Aaron Long']
The Good Place,2016,2020,"['Comedy', 'Drama', 'Fantasy']",One of the new residents creates a division in the ranks.,7.4,1582,22,,Series,"['Kristen Bell', 'William Jackson Harper', 'Jameela Jamil', ""D'Arcy Carden""]",['Steve Day']
The Good Place,2016,2020,"['Comedy', 'Drama', 'Fantasy']","On the last day of the experiment, Chidi is faced with one final ethical dilemma.",8.4,1656,22,,Series,"['Kristen Bell', 'William Jackson Harper', 'Jameela Jamil', ""D'Arcy Carden""]",['Beth McCarthy-Miller']
The Good Place,2016,2020,"['Comedy', 'Drama', 'Fantasy']",The group awaits the judge's final decision on the fate of human existence.,8.5,1691,22,,Series,"['Kristen Bell', 'William Jackson Harper', 'Jameela Jamil', ""D'Arcy Carden""]",['Kristen Bell']
Dynasty,2017,Ongoing,['Drama'],Michael and Blake face off; Fallon copes with Liam's accident; Cristal and Dominique make power moves.,7.8,212,42,,Series,"['Elizabeth Gillies', 'Daniella Alonso', 'Rafael de la Fuente', 'Sam Underwood']",['Melanie Mayron']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",Jefferson is torn between his loyalty to this family and his commitment to saving Freeland; Anissa's commitment to Grace deepens; Jennifer makes an interesting discovery.,6.7,329,42,,Series,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Jeff Byrd']
Anne,2017,2019,"['Drama', 'Family']","As Easter approaches, Mary's illness brings change to Avonlea.",9.4,1761,44,,Series,"['Amybeth McNulty', 'Geraldine James', 'R.H. Thomson', 'Cara Ricketts']",['Anne Wheeler']
Stranger Things,2016,Ongoing,"['Drama', 'Fantasy', 'Horror']",,,,,,Series,"['David Harbour', 'Finn Wolfhard', 'Millie Bobby Brown', 'Sadie Sink']","['Matt Duffer', 'Ross Duffer']"
Tiny House Nation,2014,Ongoing,['Reality-TV'],"John and Zack head to Florida, to help a couple give up their huge condo, so they can hit the road. Tony's a travel nurse, with plans to take the tiny home across the country as he pitches ...",7.3,21,41,,Series,"['John Weisbarth', 'Zack Giffin', 'Brett Hiltbrand']",
Tiny House Nation,2014,Ongoing,['Reality-TV'],"This week, John and Zack head west to Sonoma County, CA to help volunteer firefighter, Scott and his wife Xanthie build a home to replace the one they lost in the Northern California ...",7.4,19,41,,Series,"['John Weisbarth', 'Zack Giffin']",
Tiny House Nation,2014,Ongoing,['Reality-TV'],"John and Zack head to Texas to help Ashley and Angel, a couple who are giving up their large house to turn it into a women's recovery center; but first, they want to move into a tiny house ...",7.2,20,42,,Series,"['John Weisbarth', 'Zack Giffin']",
Tiny House Nation,2014,Ongoing,['Reality-TV'],"John and Zack head to in Jacksonville, Florida, to help Jack, a veteran working two full-time jobs to support his family. 80-hour workweeks mean Jack is always away while his kids are ...",6.3,23,41,,Series,"['John Weisbarth', 'Zack Giffin']",
Tiny House Nation,2014,Ongoing,['Reality-TV'],"John and Zack head to Arkansas farm country, to help a couple who have been living on the road turn a school bus into a tiny home where they can settle down. Carol and Charlie have spent ...",7.9,20,41,,Series,"['John Weisbarth', 'Zack Giffin', 'Carol Boger', 'Charles Boger']",
Tiny House Nation,2014,Ongoing,['Reality-TV'],"John and Zack head to Texas to help a family rebuild after losing their dream home in a fire. But Deanna and her sons are used to living large, so she wants to build two tiny homes: one for...",6.6,21,40,,Series,"['John Weisbarth', 'Zack Giffin']",
Living Undocumented,2019,Ongoing,['Documentary'],,6.1,38,,,Series,,"['Anna Chai', 'Aaron Saidman']"
Lucifer,2016,2021,"['Crime', 'Drama', 'Fantasy']",Lucifer - the real one this time - helps Chloe investigate a murder committed on the set of a TV show inspired by his own life.,8.6,3277,54,,Series,"['Tom Ellis', 'Lauren German', 'Kevin Alejandro', 'D.B. Woodside']",['Claudia Yarmy']
Living Undocumented,2019,Ongoing,['Documentary'],,6.2,30,,,Series,,"['Anna Chai', 'Aaron Saidman']"
Living Undocumented,2019,Ongoing,['Documentary'],,5.7,29,,,Series,,"['Anna Chai', 'Aaron Saidman']"
Living Undocumented,2019,Ongoing,['Documentary'],,5.7,28,,,Series,,"['Anna Chai', 'Aaron Saidman']"
Living Undocumented,2019,Ongoing,['Documentary'],,5.7,30,,,Series,,"['Anna Chai', 'Aaron Saidman']"
Riverdale,2017,Ongoing,"['Crime', 'Drama', 'Mystery']",Tension mounts as Archie tries to dethrone Dodger; Betty and Jughead examine their family histories; Cheryl grows suspicious of her new houseguest; Veronica deals with a major shake-up at home.,7.0,748,42,,Series,"['K.J. Apa', 'Lili Reinhart', 'Camila Mendes', 'Cole Sprouse']",['Gabriel Correa']
Riverdale,2017,Ongoing,"['Crime', 'Drama', 'Mystery']",Archie's peaceful Thanksgiving dinner at the community center is derailed by unexpected guests; Jughead and Betty search for clues about a recent death in Stonewall Prep.,7.5,772,42,,Series,"['K.J. Apa', 'Lili Reinhart', 'Camila Mendes', 'Cole Sprouse']",['Alex Pillai']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']","Jefferson struggles with the effects on his family, leading to a decision that has tragic consequences; Anissa's identity is threatened; Odell takes an important step toward winning over Jennifer.",7.3,342,42,,Series,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Robert Townsend']
Dynasty,2017,Ongoing,['Drama'],Fallon and Blake deal with the consequences of their actions; Sam gets a visit from an unexpected guest.,7.9,205,42,,Series,"['Elizabeth Gillies', 'Daniella Alonso', 'Rafael de la Fuente', 'Sam Underwood']",['Jeffrey W. Byrd']
Sneakerheads,2020,Ongoing,['Comedy'],"A deception begins when Devin sneaks off for a special pair of size 13s and finds a long line, his old friend Bobby and other rude surprises.",6.6,51,,,Series,"['Allen Maldonado', 'Andrew Bachelor', 'Jearnest Corchado', 'Matthew Josten']",['Dave Meyers']
Sneakerheads,2020,Ongoing,['Comedy'],,6.9,47,,,Series,"['Allen Maldonado', 'Andrew Bachelor', 'Jearnest Corchado', 'Matthew Josten']",['Dave Meyers']
Sneakerheads,2020,Ongoing,['Comedy'],"A wake up call at work links Devin back up with Nori, Bobby and Stuey plus an A list celebrity he hates, A tense tennis match yields a big score.",6.9,47,,,Series,"['Allen Maldonado', 'Andrew Bachelor', 'Jearnest Corchado', 'Matthew Josten']",['Dave Meyers']
Sneakerheads,2020,Ongoing,['Comedy'],,6.6,39,,,Series,"['Allen Maldonado', 'Andrew Bachelor', 'Jearnest Corchado', 'Matthew Josten']",['Dave Meyers']
Sneakerheads,2020,Ongoing,['Comedy'],,6.7,37,,,Series,"['Allen Maldonado', 'Andrew Bachelor', 'Yaani King Mondschein', 'Aja Evans']",['Dave Meyers']
Sneakerheads,2020,Ongoing,['Comedy'],,6.7,36,,,Series,"['Allen Maldonado', 'Andrew Bachelor', 'Jearnest Corchado', 'Matthew Josten']",['Dave Meyers']
Wir sind die Welle,2019,Ongoing,['Drama'],"Obedient high school-er Lea is drawn to smart, confident new student Tristan and his rebellious defense of misfits, but is unaware of his double life.",6.7,148,48,,Series,"['Ludwig Simon', 'Luise Befort', 'Michelle Barthel', 'Mohamed Issa']",['Anca Miruna Lazarescu']
Wir sind die Welle,2019,Ongoing,['Drama'],"Tristan defends his friends when the school's neo-Nazi contingent attacks them during a weekend hangout, while Lea breaks away from her former circle.",6.5,114,45,,Series,"['Ludwig Simon', 'Luise Befort', 'Michelle Barthel', 'Mohamed Issa']",['Anca Miruna Lazarescu']
Wir sind die Welle,2019,Ongoing,['Drama'],"After their protests go viral on social media, Lea pressures Tristan to allow more members into the Wave, but the movement escalates uncontrollably.",6.5,97,49,,Series,"['Ludwig Simon', 'Luise Befort', 'Michelle Barthel', 'Mohamed Issa']",['Mark Monheim']
Explained,2018,Ongoing,['Documentary'],"Explained looks at the recent growth in the number of billionaires in the world. With much of the world's wealth in the hands of so few people, what impact does that have on society? It ...",8.2,307,,,Series,"['Maggie Siff', 'Mark Cuban', 'Luisa Kroll', 'Bernie Sanders']",
Power Rangers Beast Morphers,2019,2020,"['Action', 'Adventure', 'Drama']",The Rangers are skeptical when Steel says he's found clues that proves Evox may have returned.,8.8,39,,,Series,"['Rorrie D. Travis', 'Jasmeet Baduwalia', 'Jacqueline Scislowski', 'Abraham Rodriguez']",['Oliver Driver']
Power Rangers Beast Morphers,2019,2020,"['Action', 'Adventure', 'Drama']",A huge trash spill at the beach endangers the local wildlife; Scrozzle sets about finding reinforcements.,8.5,30,,,Series,"['Rorrie D. Travis', 'Jasmeet Baduwalia', 'Jacqueline Scislowski', 'Abraham Rodriguez']",['Simon Bennett']
Power Rangers Beast Morphers,2019,2020,"['Action', 'Adventure', 'Drama']",It's not all fun and games when Devon's favorite video game is brought to life in the form of a new Robotron.,8.2,30,,,Series,"['Rorrie D. Travis', 'Jasmeet Baduwalia', 'Jacqueline Scislowski', 'Abraham Rodriguez']",['Oliver Driver']
Beastars,2019,Ongoing,"['Animation', 'Crime', 'Drama']","A brutal murder takes place at a school populated by anthropomorphic animals. In the aftermath, Legosi the grey wolf has a sudden encounter with the dwarf rabbit Haru and ends up developing carnivores urges.",7.8,419,23,,Series,"['Chikahiro Kobayashi', 'Jonah Scott', 'Sakura Andô', 'Brian Beacock']","[""Shin'ichi Matsumi""]"
Unnatural Selection,2019,Ongoing,['Documentary'],"Gene-editing technologies promise to eliminate diseases, and biohackers push for access while scientists grapple with formidable ethical questions.",7.6,113,70,,Series,"['David Ishee', 'Jennifer Doudna', 'Kevin Esvelt', 'Preston Estep III']","['Joe Egender', 'Leeor Kaufman']"
Unnatural Selection,2019,Ongoing,['Documentary'],"New gene therapies may change the lives of Jackson, Nick and Tristan. But on this risky frontier, nothing is guaranteed, and the price can be steep.",7.1,85,64,,Series,"['Jackson Kennedy', 'Dirk Higgins', 'Mary Ann Higgins', 'Jeffrey Marrazzo']","['Joe Egender', 'Leeor Kaufman']"
Unnatural Selection,2019,Ongoing,['Documentary'],"Using gene drive technology, humans have the chance to shape and eradicate whole species. But the implications alarm bioethicists and activists.",7.2,78,62,,Series,"['David Ishee', 'Tristan Roberts', 'Aaron Traywick', 'Mac Davis']","['Joe Egender', 'Leeor Kaufman']"
Unnatural Selection,2019,Ongoing,['Documentary'],"As Jackson gets ready for surgery, Maria and Victor await their ""three-person baby"" at a Ukrainian clinic that uses pronuclear transfer technology.",7.4,77,68,,Series,"['Pavlo Mazur', 'Josiah Zayner', 'Kevin Esvelt', 'Jackson Kennedy']","['Joe Egender', 'Leeor Kaufman']"
Anne,2017,2019,"['Drama', 'Family']",A dance rehearsal generates sparks (and tension).,9.2,1556,44,,Series,"['Amybeth McNulty', 'Geraldine James', 'R.H. Thomson', 'Dalila Bela']",['Paul Fox']
The Sinner,2017,Ongoing,"['Crime', 'Drama', 'Mystery']",Ambrose pursues Jamie through New York City and tries to prevent another homicide.,6.7,1322,43,,Series,"['Bill Pullman', 'Eddie Martinez', 'Chris Messina', 'Matt Bomer']",['Andrew McCarthy']
Rhythm + Flow,2019,Ongoing,"['Music', 'Reality-TV']",,7.4,61,,,Series,"['Troy Curry', 'Daniel Farris']",['Iren Brown']
Ginny & Georgia,2021,Ongoing,"['Comedy', 'Drama']","During the sophomore sleepover, Max bares her heart, Georgia resumes bad habits and Ginny shares connections with both Hunter and Marcus.",7.6,551,50,,Series,"['Brianne Howey', 'Antonia Gentry', 'Diesel La Torraca', 'Jennifer Robertson']",['Renuka Jeyapalan']
Lucifer,2016,2021,"['Crime', 'Drama', 'Fantasy']",The year is 1946. The world is black and white. And Lucifer is the star of his own noir detective story featuring familiar characters in new roles.,6.6,4319,55,,Series,"['Tom Ellis', 'Lauren German', 'Kevin Alejandro', 'D.B. Woodside']",['Viet Nguyen']
Las chicas del cable,2017,2020,['Drama'],,7.8,62,,,Series,"['Blanca Suárez', 'Yon González', 'Ana Fernández', 'Nadia de Santiago']",['Gustavo Ron']
Queen Sono,2020,2021,"['Action', 'Crime', 'Drama']","In Queen's early days with the Special Operations Group, she and Shandu risk their lives protecting a corrupt deputy president.",6.9,50,,,Series,"['Pearl Thusi', 'Vaneshran Arumugam', 'Connie Chiume', 'Vuyo Dabula']",['Tebogo Malope']
Rhythm + Flow,2019,Ongoing,"['Music', 'Reality-TV']",,8.2,67,,,Series,"['Troy Curry', 'Daniel Farris']",['Iren Brown']
Explained,2018,Ongoing,['Documentary'],Explained looks at animal intelligence and examines what goes on in the animal mind and what that says about human intelligence. It looks at early efforts to teach animals sign language and...,8.2,286,,,Series,"['Hilary Swank', 'Frans de Waal', 'Laurie Santos', 'Peter Godfrey-Smith']",
The Drew Barrymore Show,2020,Ongoing,['Talk-Show'],"In the inaugural episode of The Drew Barrymore Show, Drew will introduces her new segment ""Drew's News,"" interview with co-stars Cameron Diaz and Lucy Liu, then learns how to cook Chef ...",6.8,14,44,,Series,"['Drew Barrymore', 'Cameron Diaz', 'Lucy Liu']",['Adam Heydt']
The Sinner,2017,Ongoing,"['Crime', 'Drama', 'Mystery']",Ambrose looks into Jamie and Nick's relationship before the crash. Jamie begins to unravel.,7.2,1373,45,,Series,"['Bill Pullman', 'Jessica Hecht', 'Parisa Fitz-Henley', 'Eddie Martinez']",['Adam Bernstein']
