show,year,summary,rating,votes,run_time,actors,director
Transformers: War for Cybertron,2020,"Mercenary Transformers come upon the Ark adrift in space. As unlikely allies arrive to rescue the imprisoned Autobots, Megatron reveals Project Nemesis.",7.3,114,25,"Jason Marnocha, Jake Foushee, Linsay Rousseau, Michael Schwalbe","Takashi Kamei, Kazuma Shimizu"
Transformers: War for Cybertron,2020,"The Autobots locate the Allspark, but a deserted space station and its lone occupant stand in the way. The Decepticons catch up with the Ark.",7.3,105,24,"Jason Marnocha, Jake Foushee, Linsay Rousseau, Joe Zieja","Takashi Kamei, Koji"
Transformers: War for Cybertron,2020,"Megatron faces a life-or-death situation. As the Autobots and Decepticons work together to fight against Scorponok, Starscream tries to seize power.",7.6,111,24,"Jason Marnocha, Jake Foushee, Joe Zieja, Frank Todaro","Takashi Kamei, Kazuma Shimizu"
Transformers: War for Cybertron,2020,"Megatron urges Optimus Prime to accept a treaty, while Starscream questions Jetfire's leadership. The Autobots try to recruit Bumblebee to their side.",7.2,264,25,"Jason Marnocha, Jake Foushee, Linsay Rousseau, Frank Todaro",Takashi Kamei
Transformers: War for Cybertron,2020,"After crash-landing at different locations, the Autobots and the Decepticons encounter the planet's denizens and are shocked to learn who they are.",7.0,74,25,"Jason Marnocha, Jake Foushee, Justin Luther, Frank Todaro",Takashi Kamei
Transformers: War for Cybertron,2020,Megatron acquires an advantage in locating the Allspark. The Maximals mount a rescue attempt when the Predacons capture one of their teammates.,6.8,62,24,"Jason Marnocha, Jake Foushee, Marqus Bobesich, Frank Todaro","Takashi Kamei, Kazuma Shimizu"
Transformers: War for Cybertron,2020,"As the Autobots and the Decepticons close in on it, the Allspark launches a defense system that alters perception and disrupts all functionality.",7.0,54,25,"Jason Marnocha, Jake Foushee, Krizz Kaliko, Frank Todaro",Takashi Kamei
Transformers: War for Cybertron,2020,The Autobots and the Maximals attempt to launch the Ark to return to Cybertron. They meet heavy resistance - until something extraordinary occurs.,6.9,49,25,"Jason Marnocha, Jake Foushee, Justin Luther, Frank Todaro",Takashi Kamei
Transformers: War for Cybertron,2020,"The past, present and future collide on Cybertron as the final showdown for the Allspark begins with some unexpected participants.",7.0,53,27,"Jason Marnocha, Jake Foushee, Joe Zieja, Frank Todaro","Takashi Kamei, Kazuma Shimizu"
Transformers: War for Cybertron,2020,Megatron's continued use of the Golden Disk to guide his actions threatens to derail Optimus Prime's attempt to obtain the Allspark.,6.6,53,26,"Jason Marnocha, Jake Foushee, Justin Luther, Frank Todaro","Takashi Kamei, Kazuma Shimizu"
Transformers: War for Cybertron,2020,"Believing the Allspark destroyed, Megatron plans to flee the dying planet - but at great cost. Elita's plan to free some prisoners hits a snag.",7.5,123,24,"Jason Marnocha, Linsay Rousseau, Todd Haberkorn, Frank Todaro","Takashi Kamei, Koji"
Transformers: War for Cybertron,2020,Optimus encounters an unexpected guide who shows him a possible future. Megatron meets an entity who tells him what he needs to take from Optimus.,7.6,110,24,"Jason Marnocha, Jake Foushee, Sean Smith, Frank Todaro","Takashi Kamei, Koji"
Transformers: War for Cybertron,2020,"Above the planet where the Allspark lies, the Autobots and Decepticons battle while Deseeus closes in to exact revenge upon them all.",7.7,116,24,"Jason Marnocha, Jake Foushee, Joe Zieja, Frank Todaro","Takashi Kamei, Kazuma Shimizu"
Trese,2021,"When a ghost turns up dead and train passengers go missing, Trese's investigation leads her to an aswang clan by the pier and a corrupt city official.",7.1,172,31,"Shay Mitchell, Carlos Alazraqui, Eric Bauza, Steve Blum",Jay Oliva
Tribes of Europa,2021,"When an aircraft crashes nearby, siblings Liv, Elja and Kiano and the other Origines fall prey to the Crows, who seek a powerful Atlantian artifact.",6.7,670,49,"Henriette Confurius, Emilio Sakraya, David Ali Rashed, Melika Foroutan",Philip Koch
Tribes of Europa,2021,"The scrap dealer Moses takes Elijah under his protective wings. Liv, determined to save his family from Brahtok, enters into an unexpected deal with a Crows warrior.",6.8,536,44,"Henriette Confurius, Emilio Sakraya, David Ali Rashed, Melika Foroutan",Philip Koch
Tribes of Europa,2021,"In order to gain to gain the trust of the Crow warrior Grieta, Liv takes matters into her own hands at Camp Ahrenburg. Elsewhere Elja turns the Cube on in front of Moses and his new ...",7.0,488,49,"Henriette Confurius, Emilio Sakraya, David Ali Rashed, Melika Foroutan",Florian Baxmeyer
Tribes of Europa,2021,"Elja, Moses and Amena enlist Bracker's help to fix the Cube. Liv's plan hits a snag. Lord Varvera asks Kiano about his past.",7.1,485,49,"Henriette Confurius, Emilio Sakraya, David Ali Rashed, Oliver Masucci",Florian Baxmeyer
Tribes of Europa,2021,"Liv must choose to support either Commander David Voss or the Father, General Cameron. Lord Varvara engages Kiano and then decides whether he earns a bid at the Boj. Elija and Moses struggle to reclaim the cube from Bracker.",7.3,477,44,"Henriette Confurius, Emilio Sakraya, David Ali Rashed, Melika Foroutan",Florian Baxmeyer
Tribes of Europa,2021,In the season finale the three Origine siblings face individual challenges. Kiano faces a shocking rival in his bid to leave his slave status and become a Bozie. General Cameron's bid for ...,7.6,535,47,"Henriette Confurius, Emilio Sakraya, David Ali Rashed, Melika Foroutan",Philip Koch
Trico,2022,,,,,,
Trinkets,2019,"With Moe and Tabitha dodging questions about her whereabouts, Elodie experiences the highs and lows of life on the road with the flighty Sabine.",7.5,125,24,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",John Fortenberry
Trinkets,2019,"Anxious about returning home, Elodie enjoys some sticky-fingered bonding with her best friends. Meanwhile, Moe's impetuousness causes concern.",7.8,117,27,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",John Fortenberry
Trinkets,2019,"Moe's relationship with Tabitha wobbles when a secret is accidentally revealed, and Elodie looks for an after-school activity to placate her dad.",7.8,112,26,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",Sherwin Shilati
Trinkets,2019,Being grounded doesn't stop Elodie from trying to bump into her crush at a Halloween party or asking Moe and Tabitha along to be her costumed backup.,8.1,125,27,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",Sherwin Shilati
Trinkets,2019,"Moe struggles to be the kind of girlfriend Noah needs, Tabitha feels stung after being racially profiled , and Elodie takes a chance with Jillian.",8.0,112,27,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",Ayoka Chenzira
Trinkets,2019,"As Elodie marks a milestone in her personal growth, Moe contends with a blackmail scheme during a robotics competition.",7.9,114,27,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",Ayoka Chenzira
Trinkets,2019,"An impromptu Thanksgiving gathering serves up a surprise guest, a secret romance, and a host of bittersweet memories for Elodie, Tabitha, and Moe.",7.7,107,30,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",Megan Griffiths
Trinkets,2019,Elodie's musical debut sets the stage for drama as Moe and Tabitha reckon with mutual family dysfunction and their own fraught friendship.,7.8,106,30,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",Megan Griffiths
Trinkets,2019,"In a risky gambit that they hope will heal past hurts and help them move forward together, the trio plans one last epic crime.",8.6,140,27,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",Sara St. Onge
Trinkets,2019,"Fallout from the stolen test plagues Moe, a meet-up with Sabine robs Elodie of something precious, and a chance meeting with an ex opens Tabitha's eyes.",8.2,107,24,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",Sara St. Onge
Trollhunters,2016,"Trolls, goblins, humans, Gumm-Gumms -- all manner of creatures stop to celebrate the New Year. Because who doesn't love a good party?",8.3,23,1,,
Trollhunters,2016,"Trolls, humans, gnomes and aliens alike all manner of creatures stop to celebrate the new year. Because who doesn't love a good party?",8.1,10,1,,
Ultraman,2019,"Wearing a protosuit, Shin is critically injured while saving Shinjiro from Bemular's attack. In desperation, Shinjiro returns to rescue his father.",7.3,106,,"Ryohei Kimura, Hideyuki Tanaka, Ken Uo, Kaiji Soze","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"With Bemular paving the way for other alien species to attack Earth, SSSP's Edo asks Shinjiro to take on the mantle of Ultraman.",7.1,91,,"Ryohei Kimura, Ken Uo, Shigeru Ushiyama, Takuya Eguchi","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"Shinjiro is sent on a mission to exterminate a hostile alien, but the target flees into the city, endangering countless civilians.",7.5,85,,"Ryohei Kimura, Hideyuki Tanaka, Ken Uo, Shigeru Ushiyama","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"After uncovering evidence of alien involvement in a string of bizarre homicides, SSSP agent Moroboshi contacts an informant inside an alien enclave.",6.9,80,,"Ryohei Kimura, Ken Uo, Takuya Eguchi, Shigeru Ushiyama","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,Shinjiro's reluctance to execute homicidal aliens deeply concerns agent Moroboshi. Shin shares with his son what it truly means to be Ultraman.,7.2,74,,"Ryohei Kimura, Hideyuki Tanaka, Ken Uo, Shigeru Ushiyama","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"Embattled at first, Shinjiro finds his resolve and activates a latent power during his fight against a hostile alien. Rena prepares for a big concert.",7.2,71,,"Ryohei Kimura, Ken Uo, Shigeru Ushiyama, Takuya Eguchi","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"At Rena's concert, an alien calling himself Adad demands a confrontation with Ultraman. Things go from bad to worse when Bemular joins the fray.",7.4,71,,"Ryohei Kimura, Takuya Eguchi, Sumire Morohoshi, Kaiji Soze","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"Shinijiro fears that his cover may be blown by an underclassman. Later on, he's taken aback when a rogue Ultraman shows up to aid him in battle.",7.4,69,,"Ryohei Kimura, Ken Uo, Shigeru Ushiyama, Takuya Eguchi","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"Seiji dreams of a day when aliens are accepted openly on Earth. Hoping to fight for this cause, he pleads with the SSSP to bring him on board.",7.0,72,,"Ryohei Kimura, Hideyuki Tanaka, Ken Uo, Shigeru Ushiyama","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,Seiji has a tense confrontation with Shinjiro and Moroboshi over the use of his powers. Rena asks Shinjiro to give Ultraman a message.,7.4,69,,"Ryohei Kimura, Ken Uo, Takuya Eguchi, Megumi Han","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"Moroboshi, Shinjiro and the might of the SSSP sets out to protect Seiji on his quest to punish those responsible for the airline tragedy 12 years ago.",7.8,69,,"Ryohei Kimura, Hideyuki Tanaka, Ken Uo, Shigeru Ushiyama","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,"The Ultraman trio are fighting a losing battle against the mercenaries, but just when things seem hopeless, Shinjiro's dormant power finally awakens.",8.5,78,,"Ryohei Kimura, Hideyuki Tanaka, Ken Uo, Shigeru Ushiyama","Shinji Aramaki, Kenji Kamiyama, Jeff Nimoy"
Ultraman,2019,,,,,"Ryohei Kimura, Josh Hutcherson",
Undercover,2019,"Kim, now an investigative journalist, and Bob reconnect. She asks him to track down a vehicle which leads to the 'El Dorado' horse ranch in Belgium.",7.6,334,46,"Tom Waes, Anna Drijver, Wim Willaert, Sebastien Dewaele",Pieter Van Hees
Undercover,2019,The police try to get Jean-Pierre back on board by tracking down his old friend. Laurent and Nathalie get into a fight with severe consequences.,7.8,258,49,"Tom Waes, Ruth Becquart, Wim Willaert, Sebastien Dewaele",Cecilia Verheyden
Undercover,2019,Jean-Pierre agrees to deliver weapons in exchange for Bilzarian. Nathalie fears what will happen to her and Jackson once Laurent awakens.,7.2,241,49,"Tom Waes, Ruth Becquart, Wim Willaert, Sebastien Dewaele",Cecilia Verheyden
Undercover,2019,"As the net is closing in on him, Bob hits the road with Bilzarian. He tries to keep an eye on the Bergers while reconnecting to Danielle.",7.5,247,50,"Tom Waes, Ruth Becquart, Wim Willaert, Sebastien Dewaele",Cecilia Verheyden
Undercover,2019,Laurent tries to warn his brother while the police ask Nathalie for one more favor. Bob is called as a witness at Ferry's trial.,7.8,232,51,"Tom Waes, Ruth Becquart, Wim Willaert, Sebastien Dewaele",Cecilia Verheyden
Undercover,2019,Jean-Pierre gets hold of Nathalie. The police have another setback. Bob fears his cover is blown and rushes to the Berger mansion.,7.5,286,46,"Tom Waes, Ruth Becquart, Wim Willaert, Sebastien Dewaele",Cecilia Verheyden
Undercover,2019,"Bob returns to El Dorado and impresses its owner Laurent by successfully hitting on the new bartender. While still in prison, Ferry plots revenge.",7.2,299,48,"Tom Waes, Anna Drijver, Wim Willaert, Sebastien Dewaele",Joe Fria
Undercover,2019,"Bob is forced to withdraw. Lisa takes over the lead, but a visitor suddenly blows her cover. Bob's daughter Polly meanwhile visits Camping Zonnedauw.",7.4,265,47,"Tom Waes, Sanne-Samina Hanssen, Wim Willaert, Sebastien Dewaele",Joe Fria
Undercover,2019,The police seek Nathalie's help. Her nervous attitude alerts Jean-Pierre. Laurent invites Nathalie to a horse auction where they again cross paths with Bob.,7.3,249,47,"Tom Waes, Ruth Becquart, Wim Willaert, Sebastien Dewaele",Joe Fria
Undercover,2019,Bob sets up a meeting between the Berger brothers and a rebel leader. Polly protects her father by lying about her encounter with Ferry's henchman.,7.2,236,50,"Tom Waes, Ruth Becquart, Wim Willaert, Sebastien Dewaele",Joe Fria
Unnatural Selection,2019,"Gene-editing technologies promise to eliminate diseases, and biohackers push for access while scientists grapple with formidable ethical questions.",7.6,113,70,"David Ishee, Jennifer Doudna, Kevin Esvelt, Preston Estep III","Joe Egender, Leeor Kaufman"
Unnatural Selection,2019,"New gene therapies may change the lives of Jackson, Nick and Tristan. But on this risky frontier, nothing is guaranteed, and the price can be steep.",7.1,85,64,"Jackson Kennedy, Dirk Higgins, Mary Ann Higgins, Jeffrey Marrazzo","Joe Egender, Leeor Kaufman"
Unnatural Selection,2019,"Using gene drive technology, humans have the chance to shape and eradicate whole species. But the implications alarm bioethicists and activists.",7.2,78,62,"David Ishee, Tristan Roberts, Aaron Traywick, Mac Davis","Joe Egender, Leeor Kaufman"
Unnatural Selection,2019,"As Jackson gets ready for surgery, Maria and Victor await their ""three-person baby"" at a Ukrainian clinic that uses pronuclear transfer technology.",7.4,77,68,"Pavlo Mazur, Josiah Zayner, Kevin Esvelt, Jackson Kennedy","Joe Egender, Leeor Kaufman"
Unsolved Mysteries,2020,"Given a furlough to go Christmas shopping in 1973, a convicted killer escapes. Police have come close to apprehending him but believe he's still at large.",7.0,526,36,"Myrtle Carter, John Arcudi, David Siler, Dale Fortney","Clay Jeter, Robert M. Wise"
Unsolved Mysteries,2020,"After rushing from his home, Rey Rivera disappears. Days later, his car is found and a strange sight at a historic hotel triggers a baffling mystery.",7.8,1403,53,"Allison Rivera, Rey Rivera, Angel F. Rivera II, Maria Rivera",Marcus A. Clarke
Unsolved Mysteries,2020,A beauty salon owner and mother disappears without a trace and is later found deceased deep in the woods of Georgia. Many persons of interest come to light but no one is able to ...,7.1,1148,52,"Pistol Black, Nancy Hunt, Rob Endres, Kyleen Kramer",Jim Goldblum
Unsolved Mysteries,2020,"When an aristocrat and his entire family disappear, the authorities unearth something horrifying.",8.1,1210,45,"Anne-Sophie Martin, Estelle Chapon, Jean-Marc Bloch, Bruno de Stabenrath",Clay Jeter
Unsolved Mysteries,2020,Police find the body of former White House aide Jack Wheeler in a landfill. Security footage captures strange events in the days leading up to his death.,6.8,659,47,"Jack Wheeler, Michael Lawson, Steve Volk, Bayard Marin",Don Argott
Unsolved Mysteries,2020,A massive earthquake and tsunami devastated Japan in March 2011. Residents share stories of the spirits they encountered in the wake of the disaster.,5.1,584,47,"Teruo Konno, Kansho Aizawa, Taio Kaneta, Kazuya Sasaki",Clay Jeter
Unsolved Mysteries,2020,"Residents of Berkshire County, Massachusetts, recall their baffling, terrifying experiences with a UFO on the night of September 1, 1969.",5.8,1069,39,"Jane Green, Tom Warner, Thom Reed, Nancy Reed",Marcus A. Clarke
Unsolved Mysteries,2020,A young mother disappears after revealing to members of her family what really happened to her long-missing step-father.,7.7,841,49,"Brandi Petersen, Robin Shoemake, Rick Letchworth, Josh Delmain",Clay Jeter
Unsolved Mysteries,2020,"After checking in at a luxury hotel with no ID or credit card, a woman dies from a gunshot. Years later, her identity - and her death - remain a mystery.",7.4,666,43,"Lars Christian Wegner, Audun Kristiansen, Cedric Lagast, Hubert Jonet",Robert M. Wise
Unsolved Mysteries,2020,Alonzo Brooks vanishes after a party. His body is found a month later. Many believe that this is an unsolved hate crime.,7.1,913,46,"Maria Ramirez, Cindy Brooks, Demetria Leslie, Edward Ramirez",Marcus A. Clarke
Unsolved Mysteries,2020,"On an icy night, police find JoAnn Romain's abandoned car and assume she drowned in a nearby lake by suicide. But her family suspects foul play.",6.8,439,48,"JoAnn Romain, Daniel Jensen, Michelle Romain, Kellie Romain",Skye Borgman
Unsolved Mysteries,2020,"In May and August 1989, two toddlers vanished from the same New York City park. A search turned up nothing - but their families haven't given up hope.",7.1,390,37,"Mary Murphy, Rosa Glover, Ken Lindahl, Valdree Manley",Jessica Dimmock
Untitled Lakers Project,2022,,,,,"Gabriel Womack, Austin Aaron, Kirk Bovill, Adrien Brody",Salli Richardson-Whitfield
Valeria,2020,,7.4,72,,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",Inma Torrente
Valeria,2020,,7.3,62,,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",Nely Reguera
Valeria,2020,,7.5,60,,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",Inma Torrente
Valeria,2020,,7.3,71,,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",Inma Torrente
Valeria,2020,,7.5,68,,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",Nely Reguera
Valeria,2020,,7.2,64,,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",Nely Reguera
Valeria,2020,,7.8,65,,"Diana Gómez, Silma López, Paula Malia, Teresa Riott",Inma Torrente
Valeria,2020,,,,,"Maxi Iglesias, Diana Gómez, Silma López, Paula Malia",Inma Torrente
Vampires,2020,"Born into a family of vampires, high schooler Doina begins to rebel against her mother's strict rules - and the pills she's forced to swallow each day.",6.5,64,44,"Oulaya Amamra, Suzanne Clément, Kate Moran, Mounir Amamra",Vladimir de Fontenay
Vampires,2020,"Doina struggles to control her new urges. Deprived of blood, Rad and Irina turn against their siblings. Andrea makes a deal with Ladislas Nemeth.",6.7,52,38,"Oulaya Amamra, Suzanne Clément, Kate Moran, Mounir Amamra",Vladimir de Fontenay
Vampires,2020,"As Doina is drawn deeper into the Nemeths' web, Martha races to help Andrea, and Elise sheds new light on Redouane's genetic research.",6.6,45,37,"Beatrice Ring, Kate Moran, Mounir Amamra, Juliette Cardinski",Vladimir de Fontenay
Vampires,2020,"In exchange for a favor from Csilla, Doina agrees to attend a party and meet the community's matriarch. But the night takes an unexpected turn.",6.5,43,40,"Oulaya Amamra, Beatrice Ring, Suzanne Clément, Kate Moran",Marie Monge
Vampires,2020,Andrea and Elise undertake a daring mission to help the family. Nacer vows to find out where Doina lives. Csilla asks Ladislas to lay a trap.,6.5,41,37,"Oulaya Amamra, Beatrice Ring, Suzanne Clément, Kate Moran",Marie Monge
Vampires,2020,Doina seizes on a way to placate the community and salvage her family's future. Andrea's search for Elise yields an unsettling discovery.,6.5,42,42,"Oulaya Amamra, Beatrice Ring, Suzanne Clément, Kate Moran",Marie Monge
Vikings,2013,"After leaving Kattegat, Ivar the Boneless embarks on a journey to unknown places, where he stumbles upon a stranger and suddenly remembers previous memories, which forces him to recall the story of the unique genius that is Floki.",7.8,202,,"Alex Høgh Andersen, Martin Maloney, Tristan McConnell",Karla Braun
Vikings,2013,"Ivar the Boneless summons the Seer to tell him about his greatest enemy, Lagertha. The Seer takes us through Lagertha's epic story in the previous 4 seasons, telling everything there is to ...",8.7,178,,"Alex Høgh Andersen, John Kavanagh",Joshua Zimmerman
Vikings,2013,"On the run after being defeated by Ivar the Boneless in Kattegat, Torvi tells her son the story of his legendary father, Viking warrior and explorer Bjorn Ironside, to ensure their family legacy lives on.",8.6,192,,"Ryan Henson, Georgia Hirst, Jordan Coombes",Joshua Zimmerman
Vikings,2013,"Ubbe Lothbrok tells the story of his legendary Father Ragnar Lothbrok, how we went from a farmer to King.",9.2,304,,"Jordan Patrick Smith, John Wolfe",Joshua Zimmerman
Virgin River,2019,Hope urges Jack to read Charmaine's letter. Preacher confronts Paige with his new knowledge. Mel and Doc work together on a pressing case.,8.1,461,41,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Jenny Cooper",Tim Matheson
Virgin River,2019,Jack asks Mel for help when Charmaine experiences a complication in her pregnancy. Hope insists that Doc keep their relationship a secret.,7.7,400,45,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Andy Mikita
Virgin River,2019,Mel endeavours to help an uncooperative Charmaine get hydrated while thinking about what transpired with Jack. Calvin offers Brady a new job.,7.6,338,44,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Gail Harvey
Virgin River,2019,"Despite Mel's efforts, Charmaine's stay at Hope's house gets off to a rocky start. A situation involving Paige's past intensifies unexpectedly.",7.8,390,44,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Lauren Hammersley",Andy Mikita
Virgin River,2019,"The town attends the annual picnic where residents engage in friendly competition, romantic tiffs and - as far as Mel is concerned - too much gossip.",7.6,332,43,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Gail Harvey
Virgin River,2019,Jack's war memories haunt him when he reunites with his Marine friends. Mel struggles to handle conflict with her sister-in-law.,7.6,303,48,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
Virgin River,2019,Mel grapples with how to honour Mark ahead of the anniversary of his death. Jack's stress leads him to bad decisions. Hope apologises with pie.,7.7,295,45,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
Virgin River,2019,"When police find a body in the woods, Preacher worries about the implications. Charmaine and Jack work on a birth plan with Mel.",7.7,306,40,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Tim Matheson
Virgin River,2019,"While Jack helps Mike zero in on Calvin, Mel and Doc investigate a mysterious outbreak that could be related to food poisoning. Hope learns a secret.",7.8,295,41,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Tim Matheson
Virgin River,2019,"Mel searches desperately for Jack, who has stumbled upon disturbing news. Jamie makes Preacher an enticing job offer. Hope questions Doc's loyalty.",8.0,310,44,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
Virgin River,2019,Mel tracks down Brady to find out more about Spencer. Hope answers Doc's question. Preacher makes a life-changing decision.,8.5,380,45,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
Virgin River,2019,"Charmaine tells a stunned Jack to make a decision while Mel is left reeling and Hope is filled with guilt. Meanwhile, Paige opens up to Preacher",8.2,521,45,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Jenny Cooper",Tim Matheson
Virgin River,2019,"Ricky and Lizzie struggle to find privacy. Doc worries about Hope, who may be stuck in a hurricane. Mel offers Jack an enticing invitation.",7.4,205,42,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
Virgin River,2019,Lily divulges a devastating secret to Mel. Brie gets to know Brady better and admits something to Jack. Lizzie's ex surprises her.,7.2,187,46,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Monika Mitchell
Virgin River,2019,"Doc and Mel help Christopher and Preacher with a medical emergency. After an angry confrontation, Jack focuses his energy on a romantic gesture.",7.6,171,47,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Monika Mitchell
Virgin River,2019,"Mel is taken aback by Doc's news after they interview a new doctor. To Jack's chagrin, Todd makes a bold request. Lily makes a difficult revelation.",7.5,162,45,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
Virgin River,2019,Jack and Mel argue about their relationship and their future while competing in the Lumberjack Games. Brie opens up about her painful breakup.,7.6,160,42,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
Virgin River,2019,Jack meets with a custody attorney and his stress begins to overwhelm him. Brady gets brought in for questioning. Muriel offers Doc advice.,7.4,159,44,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Gail Harvey
Virgin River,2019,"Heartbroken, Mel heads to LA to support Joey at her divorce hearing. More of Jack's memories return. Lily asks her friends to care for her children.",7.9,167,44,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Gail Harvey
Virgin River,2019,The town says goodbye to a dear friend. Brie suffers a loss of her own. Mel and Jack discuss what should happen with their relationship.,7.8,157,48,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
Virgin River,2019,Jack makes a momentous decision as Mel grapples with how to share surprising news. Doc is plagued with concern. Preacher meets with Paige's friend.,7.3,190,,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",Martin Wood
WWE's the Bump,2019,"This week, Bret Hart has joins the crew of WWE's The Bump to dive deep on his incredible SummerSlam legacy, including his matches against The Undertaker, Owen Hart, The British Bulldog and ...",,,89,"Kayla Becker, Matt Camp, Evan Mack, Ryan Pappolla",
Warrior Nun,2020,"After tasting the good life with JC, Ava crashes a swanky tech party with his friends. Mary goes gunning for the people behind the attack on her sisters.",7.2,863,40,"Alba Baptista, Toya Turner, Thekla Reuten, Lorena Andrea",Jet Wilkinson
Warrior Nun,2020,"Ava takes her first steps toward understanding the halo's power, but a baptism by fire at the hands of the Order leaves her feeling burned.",7.4,815,46,"Alba Baptista, Toya Turner, Thekla Reuten, Lorena Andrea",Agnieszka Smoczynska
Warrior Nun,2020,"As Ava contemplates starting over, she recalls being left to the tender mercies of the orphanage. The Sister Warriors suit up for a dangerous mission.",7.4,776,44,"Alba Baptista, Toya Turner, Thekla Reuten, Lorena Andrea",Agnieszka Smoczynska
Warrior Nun,2020,"While Mary squares off with Sister Lilith, Ava begins to open up to JC, and Jillian Salvius fires a warning shot at the Church.",7.5,763,45,"Alba Baptista, Toya Turner, Thekla Reuten, Lorena Andrea",Sarah Walker
Warrior Nun,2020,"Ava experiences a come-to-Jesus moment courtesy of Mary, who pulls no punches as she shows her just how many souls have their own cross to bear.",7.5,777,46,"Alba Baptista, Toya Turner, Kristina Tonteri-Young, Vivi Lepori",Sarah Walker
Warrior Nun,2020,"Hoping to find some answers, Ava puts her faith in science. Meanwhile, Cardinal Duretti's machinations sow seeds of dissension inside the Order.",7.6,740,39,"Alba Baptista, Toya Turner, Thekla Reuten, Lorena Andrea",Mathias Herndl
Warrior Nun,2020,Secrets are revealed and a Sister Warrior mysteriously returns to the fold as Ava and her allies attempt to keep a sacred object out of the wrong hands.,7.6,731,41,"Alba Baptista, Toya Turner, Thekla Reuten, Lorena Andrea",Mathias Herndl
Warrior Nun,2020,"Infiltrating the Vatican to find a tomb hidden deep underground for a millennium? Hell, Ava may need a miracle to pull off this mission.",8.0,760,37,"Alba Baptista, Toya Turner, Thekla Reuten, Lorena Andrea",Simon Barry
